celltype,gene,per_exp,avg_exp,scaled_avg_exp
Late.Eryth,AZU1,0.0643222438972953,0.0325660970877303,0.0198202142548191
Late.Eryth,LYZ,0.409237096008857,0.338448182518383,0.0761457579447574
Late.Eryth,S100A8,0.276849264512047,0.241738487185117,0.0616405584501086
Late.Eryth,S100A9,0.308061369747456,0.287967976896131,0.0680564344463221
Late.Eryth,CD14,0.0237781409817051,0.00929732835551031,0.0116409004247276
Late.Eryth,ITGAM,0.0175568091949175,0.00715660904528928,0.0148770373978019
Late.Eryth,FCGR3A,0.0232509094743502,0.00925613698307634,0.00581392349122481
Late.Eryth,FCER1G,0.114461960246744,0.0610745367455649,0.0240218038560895
Late.Eryth,FCER1A,0.0194548426213951,0.00829880613455028,0.0176950737837758
Late.Eryth,CLEC10A,0.00358517425001318,0.00121822923530333,0.00555328602826784
Late.Eryth,IL3RA,0.0118099857647493,0.00489512933621534,0.00530982121940008
Late.Eryth,IRF8,0.0318975061949702,0.0132934863297313,0.00818168191518109
Late.Eryth,CD4,0.0531976590921073,0.0139212165362999,0.0458072054908164
Late.Eryth,IL7R,0.0402804871619128,0.0212176728293357,0.0156052305237587
Late.Eryth,CD3E,0.0573100648494754,0.0252236307110237,0.018083539453065
Late.Eryth,CCR7,0.0317393367427637,0.0138754510142354,0.0173728469191228
Late.Eryth,CD8A,0.0192966731691886,0.00886061225581103,0.0105696017640842
Late.Eryth,CCL5,0.108767859967312,0.0581490212512851,0.0210526723850449
Late.Eryth,GNLY,0.185216428533769,0.119433391169154,0.0355792300230365
Late.Eryth,KLRB1,0.0683292033531924,0.0301900908516318,0.022120209002723
Late.Eryth,NKG7,0.161701903305742,0.0931054430059655,0.0307219232516629
Late.Eryth,CXCL12,0.00411240575736806,0.00193316147108131,0.000661553089830215
Late.Eryth,VCAM1,0.000843570411767807,0.000455297421679735,0.000432193001796469
NK,SDC1,0.000362581580855693,0.000374900020848475,0.000577744122474379
NK,MME,0.000725163161711385,0.000737543938542325,0.00162282282124965
NK,CD19,0.00299129804205946,0.0030840836802029,0.00867807462511205
NK,CD79A,0.0178571428571429,0.0198863528308579,0.0112939835789344
NK,MS4A1,0.0143219724437999,0.0169206438478974,0.0107116810082144
NK,KIT,0.00371646120377085,0.00391244874546765,0.0204752805754092
NK,CD34,0.00226613488034808,0.00271160426758534,0.00595769795307864
NK,CLC,0.00208484408992023,0.00252537720177664,0.0195603012301946
NK,GYPA,0.018854242204496,0.0208580624564917,0.0123970152367097
NK,PPBP,0.00616388687454677,0.00711440487672151,0.00241840513989704
NK,ITGA2B,0.00226613488034808,0.0023267574864032,0.00211357144065803
NK,CD33,0.00489485134155185,0.00586295909173313,0.0170448498810798
NK,MPO,0.0347171863669326,0.0432342928943075,0.0217920367945544
NK,CTSG,0.007070340826686,0.00800119113397383,0.00910336777341928
NK,AZU1,0.0154097171863669,0.0198915679151565,0.0121063060421578
NK,LYZ,0.225253807106599,0.291986711084139,0.0656926246725849
NK,S100A8,0.176033357505439,0.229009445940929,0.0583947980419805
NK,S100A9,0.191986947063089,0.250930878375661,0.0593033331650308
NK,CD14,0.00915518491660624,0.00967754017132004,0.0121169520084627
NK,ITGAM,0.163252356780276,0.194005895080675,0.403296161386522
NK,FCGR3A,0.468455402465555,0.694715201419505,0.436361414770403
NK,FCER1G,0.519488759970993,0.900803477119278,0.354303537829357
NK,FCER1A,0.00407904278462654,0.00453310608955788,0.00966568509058885
NK,CLEC10A,0.00154097171863669,0.00150595161348802,0.00686486566902009
NK,IL3RA,0.00435097897026831,0.00427847007704877,0.00464092154493433
NK,IRF8,0.0857505438723713,0.0992912600752368,0.0611103428207707
NK,CD4,0.0115119651921682,0.0135569729187818,0.0446086764547323
NK,IL7R,0.100797679477883,0.150468608674759,0.110667053066836
NK,CD3E,0.368926758520667,0.557328836407719,0.399564920568914
NK,CCR7,0.041334300217549,0.0580765040056224,0.0727150571647994
NK,CD8A,0.169234952864394,0.24597938163161,0.293422624866213
NK,CCL5,0.860315445975344,2.42069886532814,0.876406499335133
NK,GNLY,0.961928934010152,3.35682900084753,1
NK,KLRB1,0.668963016678753,1.36481942136783,1
NK,NKG7,0.962382160986222,3.03058640708394,1
NK,CXCL12,0.000634517766497462,0.000691355683466228,0.000236590939458841
NK,VCAM1,0.00226613488034808,0.00297500543781717,0.00282403648539759
CD16.Mono,SDC1,0.00153233220962305,0.00146158911124735,0.00225239923055913
CD16.Mono,MME,0.00168556543058535,0.00203729745632854,0.00448267910971936
CD16.Mono,CD19,0.00566962917560527,0.00461390249616904,0.0129827184754311
CD16.Mono,CD79A,0.0197670855041373,0.0160825769491265,0.00913371906428894
CD16.Mono,MS4A1,0.0107263254673613,0.011050035452038,0.0069952689717773
CD16.Mono,KIT,0.00934722647870058,0.00794209615537834,0.0415639047863905
CD16.Mono,CD34,0.0119521912350598,0.011072540638983,0.0243276105915677
CD16.Mono,CLC,0.00260496475635918,0.00250051138063138,0.0193677030901642
CD16.Mono,GYPA,0.0229849831443457,0.0183605997456323,0.0109126451834403
CD16.Mono,PPBP,0.0209929512718357,0.0218757033496779,0.00743622472103437
CD16.Mono,ITGA2B,0.00383083052405762,0.00324443784554095,0.00294717056306792
CD16.Mono,CD33,0.197517621820411,0.171609397482378,0.498904456351071
CD16.Mono,MPO,0.047808764940239,0.0526773902773517,0.0265517844820888
CD16.Mono,CTSG,0.0199203187250996,0.0220018191526199,0.0250326042806434
CD16.Mono,AZU1,0.0606803555010726,0.078646039662888,0.0478651571974443
CD16.Mono,LYZ,0.884462151394422,2.15748348693534,0.48540138151596
CD16.Mono,S100A8,0.65093472264787,1.28098255962612,0.32663594969773
CD16.Mono,S100A9,0.791756052712228,1.68702175314128,0.398699489400488
CD16.Mono,CD14,0.225252834814588,0.240701512131475,0.301375000178754
CD16.Mono,ITGAM,0.159515783021759,0.154593747514558,0.321366858058886
CD16.Mono,FCGR3A,0.798498314434569,1.59206377535704,1
CD16.Mono,FCER1G,0.902543671467974,2.54246255241496,1
CD16.Mono,FCER1A,0.0108795586883236,0.0105688394790071,0.0225353371747425
CD16.Mono,CLEC10A,0.0298804780876494,0.0328303904949431,0.149657013273655
CD16.Mono,IL3RA,0.169169475942384,0.168122112171312,0.182364611299072
CD16.Mono,IRF8,0.233833895188477,0.238641440700281,0.146875568316752
CD16.Mono,CD4,0.309224639901931,0.290606400715599,0.956228723245194
CD16.Mono,IL7R,0.0272755133312902,0.0280567436178357,0.0206352485224945
CD16.Mono,CD3E,0.0262028807845541,0.0215877739151081,0.0154768901341032
CD16.Mono,CCR7,0.0383083052405762,0.0578376708182699,0.0724160245496559
CD16.Mono,CD8A,0.00842782715292676,0.00692098487894593,0.00825586899344701
CD16.Mono,CCL5,0.116150781489427,0.123811156874043,0.0448254444734102
CD16.Mono,GNLY,0.11768311369905,0.11256370515324,0.0335327492478228
CD16.Mono,KLRB1,0.030186944529574,0.0261410242752079,0.0191534673861903
CD16.Mono,NKG7,0.339871284094392,0.420559718311369,0.138771729896339
CD16.Mono,CXCL12,0.00153233220962305,0.00117421232914494,0.000401830786555074
CD16.Mono,VCAM1,0.000766166104811523,0.00106120159975484,0.00100735010362496
CD8.N,SDC1,0.000640478223740393,0.000768914788642188,0.00118494525238024
CD8.N,MME,0.00149444918872758,0.00155834463599488,0.00342883604150093
CD8.N,CD19,0.00362937660119556,0.00370766019321094,0.0104327103858366
CD8.N,CD79A,0.0893467122117848,0.099231281846712,0.056356058711497
CD8.N,MS4A1,0.0121690862510675,0.0141080509148166,0.00893115784515148
CD8.N,KIT,0.00149444918872758,0.00174122525298903,0.00911247096623033
CD8.N,CD34,0.00384286934244236,0.00459188611229713,0.0100888875338598
CD8.N,CLC,0.00437660119555935,0.00485612291417599,0.0376130848672063
CD8.N,GYPA,0.0352263023057216,0.0387205651078145,0.0230136157956603
CD8.N,PPBP,0.00597779675491033,0.00719828660866796,0.00244691912176874
CD8.N,ITGA2B,0.00202818104184458,0.00228799487297182,0.00207836039988881
CD8.N,CD33,0.00480358667805295,0.00525813185204949,0.0152864904344086
CD8.N,MPO,0.0420580700256191,0.0456909174573006,0.0230302865561043
CD8.N,CTSG,0.00768573868488471,0.00810262272523525,0.00921877172561024
CD8.N,AZU1,0.013663535439795,0.0151778652401792,0.00923747602240197
CD8.N,LYZ,0.232813834329633,0.294227417241657,0.0661967499050684
CD8.N,S100A8,0.241673783091375,0.32042663755124,0.0817051397604881
CD8.N,S100A9,0.257685738684885,0.346954186966257,0.0819968426199798
CD8.N,CD14,0.0119555935098207,0.012670439756618,0.01586427002515
CD8.N,ITGAM,0.00608454312553373,0.0073566616940651,0.0152929034481244
CD8.N,FCGR3A,0.00950042698548249,0.0108888087147738,0.0068394299797016
CD8.N,FCER1G,0.119235695986336,0.138767519463066,0.0545799659197567
CD8.N,FCER1A,0.00779248505550811,0.00858023847459457,0.018295156005421
CD8.N,CLEC10A,0.00202818104184458,0.00221330544940231,0.0100893311966812
CD8.N,IL3RA,0.00426985482493595,0.00470377651686586,0.0051022579068116
CD8.N,IRF8,0.0155849701110162,0.0168034214101196,0.0103419257863803
CD8.N,CD4,0.0140905209222886,0.0146021024466267,0.0480476333103834
CD8.N,IL7R,0.615713065755764,1.04637928637062,0.769593824470843
CD8.N,CD3E,0.796007685738685,1.39483925569386,1
CD8.N,CCR7,0.436912894961571,0.616692084718184,0.772133257005635
CD8.N,CD8A,0.538108454312553,0.775666386639629,0.925272946368942
CD8.N,CCL5,0.144107600341588,0.273743232572583,0.0991078864091177
CD8.N,GNLY,0.135781383432963,0.179293670879591,0.0534116187730513
CD8.N,KLRB1,0.0465414175918019,0.0574988100960722,0.0421292437635791
CD8.N,NKG7,0.143040136635354,0.181993346116565,0.0600521884778336
CD8.N,CXCL12,0.000320239111870196,0.000361163841801869,0.000123594981098673
CD8.N,VCAM1,0.000426985482493595,0.000552847736976939,0.000524793050878555
pDC,SDC1,0.000799573560767591,0.000574987801172705,0.000886091768867258
pDC,MME,0.023454157782516,0.0151424788859276,0.0333180967562981
pDC,CD19,0.00399786780383795,0.00255451426972286,0.00718795848694681
pDC,CD79A,0.0844882729211087,0.0572438607142855,0.0325102963022333
pDC,MS4A1,0.0138592750533049,0.0144488391098081,0.0091468951698614
pDC,KIT,0.0314498933901919,0.0200510996508529,0.104934765387611
pDC,CD34,0.0295842217484009,0.0260973200399778,0.0573387319239867
pDC,CLC,0.00506396588486141,0.00345096062100206,0.0267294047134231
pDC,GYPA,0.0245202558635394,0.0180453972388062,0.0107253041833871
pDC,PPBP,0.0141257995735608,0.0140933895389123,0.00479077678176552
pDC,ITGA2B,0.00506396588486141,0.00355217617270786,0.00322671277719928
pDC,CD33,0.0375799573560768,0.0230901075239871,0.0671277780258247
pDC,MPO,0.0679637526652452,0.0481449530517053,0.0242672313605249
pDC,CTSG,0.0229211087420043,0.0146126382302772,0.0166255520862771
pDC,AZU1,0.023454157782516,0.0168580144482943,0.0102600399850161
pDC,LYZ,0.240671641791045,0.208913659125798,0.0470024356484245
pDC,S100A8,0.153784648187633,0.132312932150853,0.0337382893511051
pDC,S100A9,0.167910447761194,0.144875505322499,0.0342389123857851
pDC,CD14,0.00719616204690832,0.00551887693230257,0.00691001698215637
pDC,ITGAM,0.0239872068230277,0.0155332660261191,0.0322902897333326
pDC,FCGR3A,0.00746268656716418,0.00559023463219621,0.00351131325184667
pDC,FCER1G,0.777985074626866,1.08772745587953,0.427824376349753
pDC,FCER1A,0.404317697228145,0.39124387204158,0.834227125080449
pDC,CLEC10A,0.0106609808102345,0.00896147628198302,0.0408508017926517
pDC,IL3RA,0.741737739872068,0.921900970663643,1
pDC,IRF8,0.899253731343284,1.6247865008129,1
pDC,CD4,0.342217484008529,0.303908880429104,1
pDC,IL7R,0.0375799573560768,0.0317915230490404,0.0233821140457842
pDC,CD3E,0.0607675906183369,0.0431237063912574,0.0309166136637054
pDC,CCR7,0.192963752665245,0.178182466162049,0.223094492937866
pDC,CD8A,0.00559701492537313,0.00373907151918979,0.00446024448246753
pDC,CCL5,0.0575692963752665,0.0515259204237757,0.0186547993186673
pDC,GNLY,0.0714285714285714,0.0670455091231351,0.0199728699633515
pDC,KLRB1,0.0189232409381663,0.0148310389418984,0.010866667567666
pDC,NKG7,0.26092750533049,0.211266362102879,0.0697113804803745
pDC,CXCL12,0.00133262260127932,0.000798249648187679,0.000273171449521522
pDC,VCAM1,0.000533049040511727,0.000430180916844358,0.000408351053429204
cDC,SDC1,0.000319693094629156,0.000116723127397696,0.000179877559511
cDC,MME,0.00175831202046036,0.00102079434782613,0.0022460605760369
cDC,CD19,0.00831202046035806,0.00436669348945027,0.0122871153625596
cDC,CD79A,0.0344469309462916,0.0222860871451411,0.0126568559049882
cDC,MS4A1,0.0187819693094629,0.018577296977303,0.0117604318727188
cDC,KIT,0.0987851662404092,0.0659019706293944,0.344889205429819
cDC,CD34,0.246643222506394,0.259899608846715,0.571028518483212
cDC,CLC,0.00183823529411765,0.000993337328165121,0.00769389117334121
cDC,GYPA,0.016863810741688,0.00910655609454844,0.00541249288583525
cDC,PPBP,0.0127877237851662,0.00882267255594642,0.00299909789035817
cDC,ITGA2B,0.0294117647058824,0.0191288789402171,0.0173762209667783
cDC,CD33,0.433823529411765,0.343972468671675,1
cDC,MPO,0.150975063938619,0.173641894788604,0.0875233595137075
cDC,CTSG,0.294437340153453,0.335326306966507,0.381518032166107
cDC,AZU1,0.269341432225064,0.415843007490412,0.253088280202101
cDC,LYZ,0.817854859335038,2.35770333208919,0.530447839592284
cDC,S100A8,0.329763427109974,0.577613076950118,0.147284749920793
cDC,S100A9,0.409526854219949,0.801367811026611,0.189389933166759
cDC,CD14,0.0458759590792839,0.0342563250016018,0.0428912966190343
cDC,ITGAM,0.235613810741688,0.185917534325445,0.386482214350856
cDC,FCGR3A,0.00855179028132992,0.00575488611572894,0.00361473340754729
cDC,FCER1G,0.74824168797954,1.08158908266784,0.425410034708475
cDC,FCER1A,0.319053708439898,0.468989631575274,1
cDC,CLEC10A,0.188299232736573,0.219370878629732,1
cDC,IL3RA,0.311221227621483,0.253194836114131,0.274644288455261
cDC,IRF8,0.45460358056266,0.474142958685263,0.291818622599365
cDC,CD4,0.240489130434783,0.178929864403767,0.588761552973139
cDC,IL7R,0.0408407928388747,0.0381552917319416,0.0280625555859725
cDC,CD3E,0.0197410485933504,0.0126877401894169,0.00909620240298262
cDC,CCR7,0.13059462915601,0.163219667712585,0.204360225729
cDC,CD8A,0.00679347826086957,0.00405260891863825,0.00483425536959821
cDC,CCL5,0.23113810741688,0.198967925566657,0.0720357189502006
cDC,GNLY,0.0688139386189258,0.058678603878675,0.0174803672942112
cDC,KLRB1,0.0158248081841432,0.0103453781673601,0.00758003440264052
cDC,NKG7,0.450367647058824,0.41038904577126,0.135415721792978
cDC,CXCL12,0.000479539641943734,0.000241634649136824,8.26905311003802e-05
cDC,VCAM1,0.000559462915601023,0.000405470274936048,0.000384894372160794
CLP,SDC1,0.0107981220657277,0.00638806907840378,0.00984440959927228
CLP,MME,0.368075117370892,0.299722380684039,0.659481142743364
CLP,CD19,0.147887323943662,0.0807645022582138,0.227257250559006
CLP,CD79A,0.539201877934272,0.583117077985915,0.331167547884898
CLP,MS4A1,0.136150234741784,0.0944625528835679,0.0597998954889711
CLP,KIT,0.0887323943661972,0.0591267484131458,0.309431980335397
CLP,CD34,0.364319248826291,0.378536181612675,0.831686342037026
CLP,CLC,0.0147887323943662,0.0114945758098591,0.0890312010403734
CLP,GYPA,0.0312206572769953,0.014042374262911,0.00834610252318558
CLP,PPBP,0.00586854460093897,0.00281059566901422,0.000955407954691588
CLP,ITGA2B,0.00751173708920188,0.00391063866197183,0.00355233161985172
CLP,CD33,0.07018779342723,0.042062835310095,0.122285470905651
CLP,MPO,0.147887323943662,0.108506144957512,0.0546919989909374
CLP,CTSG,0.0415492957746479,0.0217917862103285,0.0247936389708292
CLP,AZU1,0.0349765258215962,0.0211872084366198,0.0128948522613578
CLP,LYZ,0.25,0.173999752586856,0.0391473310458884
CLP,S100A8,0.182629107981221,0.140496790538968,0.0358250799453299
CLP,S100A9,0.198826291079812,0.144767905869015,0.0342134830473168
CLP,CD14,0.0126760563380282,0.00565209029014084,0.00707680935245271
CLP,ITGAM,0.0382629107981221,0.0217597971375589,0.0452338969105948
CLP,FCGR3A,0.00774647887323944,0.00427485348591558,0.00268510191116992
CLP,FCER1G,0.119953051643192,0.0777241883061025,0.0305704358289471
CLP,FCER1A,0.0192488262910798,0.0107881649178405,0.0230029923723568
CLP,CLEC10A,0.00140845070422535,0.000451237720657281,0.00205696272666578
CLP,IL3RA,0.0985915492957746,0.0652501142032897,0.070777790977179
CLP,IRF8,0.288262910798122,0.239459264605874,0.147378910697541
CLP,CD4,0.0136150234741784,0.00757763736854443,0.0249339122892532
CLP,IL7R,0.234976525821596,0.163963800505634,0.120592532697758
CLP,CD3E,0.0692488262910798,0.0364986956680749,0.0261669547362422
CLP,CCR7,0.0481220657276995,0.0323490224309863,0.0405027998081086
CLP,CD8A,0.007981220657277,0.00389966307981231,0.00465181012076071
CLP,CCL5,0.0582159624413146,0.0319186106417844,0.0115560337623472
CLP,GNLY,0.0776995305164319,0.0455474009450714,0.0135685794342135
CLP,KLRB1,0.0330985915492958,0.0187960722568074,0.0137718382099002
CLP,NKG7,0.26150234741784,0.188952960308449,0.0623486464094127
CLP,CXCL12,0.00187793427230047,0.00124402960093897,0.000425723168319242
CLP,VCAM1,0.000469483568075117,0.00015891686384976,0.000150852504654905
Pre.B,SDC1,0.0111340206185567,0.00429072042474228,0.00661226558740989
Pre.B,MME,0.515463917525773,0.454482109127835,1
Pre.B,CD19,0.459381443298969,0.355388010985568,1
Pre.B,CD79A,0.777319587628866,1.10723109243711,0.628825701848459
Pre.B,MS4A1,0.204536082474227,0.182134410748454,0.115300914438842
Pre.B,KIT,0.0103092783505155,0.0106962539628864,0.0559774236658412
Pre.B,CD34,0.00494845360824742,0.00489311548865975,0.0107507221755942
Pre.B,CLC,0.00247422680412371,0.00128908458144332,0.00998460060005751
Pre.B,GYPA,0.0465979381443299,0.0280024016000003,0.0166432620490896
Pre.B,PPBP,0.00536082474226804,0.00369956453195877,0.00125759582628546
Pre.B,ITGA2B,0.00371134020618557,0.0023032790597938,0.00209224419351552
Pre.B,CD33,0.0115463917525773,0.0104579834309276,0.0304035479098471
Pre.B,MPO,0.0709278350515464,0.0692173831360818,0.0348886881025611
Pre.B,CTSG,0.00948453608247423,0.00716650444123719,0.0081537016784179
Pre.B,AZU1,0.0391752577319588,0.0465667326127842,0.0283412106475601
Pre.B,LYZ,0.273814432989691,0.261192171107627,0.058764315678211
Pre.B,S100A8,0.247835051546392,0.246257654130306,0.062792894503314
Pre.B,S100A9,0.250309278350515,0.250811529781444,0.0592751271128646
Pre.B,CD14,0.0185567010309278,0.0158159447422679,0.0198026605953543
Pre.B,ITGAM,0.014020618556701,0.0127361427546393,0.0264756773585714
Pre.B,FCGR3A,0.00989690721649484,0.00914102033237113,0.00574161693385754
Pre.B,FCER1G,0.0552577319587629,0.0358266275488666,0.0140913098267019
Pre.B,FCER1A,0.00577319587628866,0.00411171057319589,0.00876716732390266
Pre.B,CLEC10A,0.00123711340206186,0.000429402247422683,0.00195742593595322
Pre.B,IL3RA,0.048659793814433,0.0480525416189694,0.0521233225130223
Pre.B,IRF8,0.189278350515464,0.139535233369071,0.0858791190714965
Pre.B,CD4,0.0107216494845361,0.00806934448659796,0.0265518548691451
Pre.B,IL7R,0.225979381443299,0.141871905851959,0.104344327178228
Pre.B,CD3E,0.0395876288659794,0.0237880402639175,0.0170543237629803
Pre.B,CCR7,0.0420618556701031,0.030669368573196,0.0383997784851572
Pre.B,CD8A,0.0136082474226804,0.0080295470639176,0.00957824497465408
Pre.B,CCL5,0.0635051546391753,0.0484427422886596,0.0175385442590535
Pre.B,GNLY,0.0944329896907217,0.0709574060123725,0.021138224793237
Pre.B,KLRB1,0.0358762886597938,0.0210671203942262,0.0154358298719934
Pre.B,NKG7,0.0997938144329897,0.062367953714226,0.0205795002473587
Pre.B,CXCL12,0.000412371134020619,0.000106976164948455,3.66086400533586e-05
Pre.B,VCAM1,0.000412371134020619,0.000220254515463915,0.000209077529686818
Megakaryocytes,SDC1,0.0026525198938992,0.0019464502387268,0.00299960022026185
Megakaryocytes,MME,0.0026525198938992,0.00404601697612731,0.00890247799609043
Megakaryocytes,CD19,0.0026525198938992,0.00223465639257296,0.00628793409877777
Megakaryocytes,CD79A,0.0106100795755968,0.00769981233421751,0.00437292623756476
Megakaryocytes,MS4A1,0.00795755968169761,0.0103446126259947,0.00654869824099346
Megakaryocytes,KIT,0.0716180371352785,0.0446017360212202,0.233417258243382
Megakaryocytes,CD34,0.0822281167108753,0.0397172471352785,0.087263235564413
Megakaryocytes,CLC,0.0026525198938992,0.0157087437665783,0.121672025789275
Megakaryocytes,GYPA,0.0159151193633952,0.0179729462334218,0.0106822428386654
Megakaryocytes,PPBP,1,2.94177545331565,1
Megakaryocytes,ITGA2B,0.769230769230769,1.10086531339523,1
Megakaryocytes,CD33,0.119363395225464,0.0620454186472148,0.180379025352863
Megakaryocytes,MPO,0.0981432360742706,0.0950030280901858,0.0478858180656867
Megakaryocytes,CTSG,0.0769230769230769,0.0417545045623342,0.0475062531144735
Megakaryocytes,AZU1,0.122015915119363,0.119671103023873,0.0728336249705937
Megakaryocytes,LYZ,0.254641909814324,0.303493805411141,0.0682815480721773
Megakaryocytes,S100A8,0.129973474801061,0.171661166594164,0.0437716405702438
Megakaryocytes,S100A9,0.124668435013263,0.186345597320955,0.0440396778319857
Megakaryocytes,CD14,0.0159151193633952,0.0151935324668435,0.0190233572251502
Megakaryocytes,ITGAM,0.0318302387267905,0.0258990981167108,0.053838605520203
Megakaryocytes,FCGR3A,0.0106100795755968,0.0139141262599469,0.00873967894711161
Megakaryocytes,FCER1G,0.472148541114058,0.459939825888594,0.180903284279141
Megakaryocytes,FCER1A,0.0954907161803713,0.0806367441909815,0.17193715758733
Megakaryocytes,CLEC10A,0,0,0
Megakaryocytes,IL3RA,0.111405835543767,0.0706750042175065,0.0766622516587981
Megakaryocytes,IRF8,0.0212201591511936,0.0136755704774536,0.00841684151770805
Megakaryocytes,CD4,0.0212201591511936,0.00944208172413792,0.0310687917733966
Megakaryocytes,IL7R,0.0291777188328912,0.0419137108753318,0.0308268077077425
Megakaryocytes,CD3E,0.0477453580901857,0.0734762693368702,0.0526772307539622
Megakaryocytes,CCR7,0.026525198938992,0.0284576850397877,0.0356306260143635
Megakaryocytes,CD8A,0.0106100795755968,0.015519798806366,0.0185131781084786
Megakaryocytes,CCL5,0.257294429708223,0.538260904270557,0.194875687181675
Megakaryocytes,GNLY,0.0610079575596817,0.0686633797082227,0.0204548339194181
Megakaryocytes,KLRB1,0.0238726790450928,0.032871294137931,0.0240847203837319
Megakaryocytes,NKG7,0.0610079575596817,0.0548314569761271,0.0180926888763045
Megakaryocytes,CXCL12,0.0397877984084881,0.0337553932891247,0.0115515362078698
Megakaryocytes,VCAM1,0.0026525198938992,0.00212146021220158,0.00201380507256228
Mesenchymal,SDC1,0.13,0.0942576397,0.145256853311813
Mesenchymal,MME,0.29,0.3170508317,0.697609048480325
Mesenchymal,CD19,0.01,0.004096405,0.0115265706027612
Mesenchymal,CD79A,0.19,0.1403863601,0.0797291116757968
Mesenchymal,MS4A1,0.01,0.005784058,0.00366162096347827
Mesenchymal,KIT,0.09,0.0735704617,0.385021234365038
Mesenchymal,CD34,0.07,0.0271200527,0.0595857900024824
Mesenchymal,CLC,0,0,0
Mesenchymal,GYPA,0.28,0.3001834638,0.178414413241853
Mesenchymal,PPBP,0.02,0.00713989689999999,0.00242707066304217
Mesenchymal,ITGA2B,0.03,0.0153122731,0.013909306537032
Mesenchymal,CD33,0.1,0.0439052691,0.127641811769267
Mesenchymal,MPO,0.27,0.3649089856,0.183930614068301
Mesenchymal,CTSG,0.06,0.0426350446000001,0.0485080889246513
Mesenchymal,AZU1,0.25,0.3700895212,0.225242023441952
Mesenchymal,LYZ,0.57,0.9932962616,0.223476740635526
Mesenchymal,S100A8,0.46,0.674903969,0.172092818292097
Mesenchymal,S100A9,0.48,0.7544360155,0.178298385071267
Mesenchymal,CD14,0.2,0.1443206834,0.180699512854391
Mesenchymal,ITGAM,0.03,0.0118210089,0.0245733126362137
Mesenchymal,FCGR3A,0.03,0.0190564174,0.0119696319299309
Mesenchymal,FCER1G,0.39,0.3426277735,0.134762171098471
Mesenchymal,FCER1A,0.18,0.1015695874,0.216571072283285
Mesenchymal,CLEC10A,0.04,0.0165275772,0.0753407986658809
Mesenchymal,IL3RA,0.12,0.0828122895,0.0898277495470977
Mesenchymal,IRF8,0.16,0.0873257941,0.0537460115875593
Mesenchymal,CD4,0.19,0.1500080305,0.493595416784782
Mesenchymal,IL7R,0.12,0.0843340016,0.0620261961123018
Mesenchymal,CD3E,0.14,0.0742280604,0.053216211184905
Mesenchymal,CCR7,0.11,0.0643678167,0.0805921353403212
Mesenchymal,CD8A,0.07,0.0449015787,0.0535619652159403
Mesenchymal,CCL5,0.29,0.264556462,0.0957818446808248
Mesenchymal,GNLY,0.32,0.2839471761,0.0845879179512298
Mesenchymal,KLRB1,0.06,0.0513203106,0.037602271624012
Mesenchymal,NKG7,0.34,0.3094323934,0.102103141714326
Mesenchymal,CXCL12,0.78,2.9221562121,1
Mesenchymal,VCAM1,0.61,1.0534585701,1
